distance_km,current_speed_kmh,hour_of_day,day_of_week,is_weekend,traffic_level,eta_minutes
14.733,33.58,20,4,0,0.274,26.99
3.527,30.32,13,2,0,0.306,9.39
2.664,35.91,13,5,1,0.083,5.92
5.547,38.93,22,5,1,0.005,8.71
1.945,32.71,2,4,0,0.244,5.0
11.641,39.34,4,2,0,0.048,17.79
7.014,17.67,9,4,0,0.821,24.06
14.043,35.39,5,3,0,0.19,25.49
10.358,33.35,4,4,0,0.165,20.28
2.627,42.43,6,5,1,0.044,5.94
7.018,32.51,6,4,0,0.264,14.95
3.554,21.43,7,4,0,0.672,10.82
14.005,14.67,17,0,0,0.853,58.1
8.663,14.59,7,0,0,0.92,38.06
3.614,16.83,9,3,0,0.782,12.94
8.348,37.92,23,0,0,0.126,15.63
10.572,17.37,18,2,0,0.825,38.35
4.711,25.96,15,1,0,0.535,11.63
8.66,31.3,2,1,0,0.245,17.96
4.596,19.87,18,4,0,0.741,14.04
14.796,36.62,1,0,0,0.199,25.13
10.269,32.27,7,6,1,0.207,19.38
10.025,37.47,3,5,1,0.009,17.22
10.72,36.56,21,5,1,0.018,19.31
8.733,31.16,5,3,0,0.212,18.09
9.727,23.5,18,2,0,0.716,25.18
2.771,20.78,18,0,0,0.699,8.8
12.687,25.48,14,2,0,0.5,31.54
10.652,15.21,19,4,0,0.885,43.21
5.005,20.13,9,4,0,0.668,15.8
11.725,33.8,3,6,1,0.202,22.28
1.621,36.09,22,3,0,0.181,5.14
5.794,32.7,9,5,1,0.226,12.95
13.078,36.9,6,0,0,0.149,22.42
10.772,24.16,10,2,0,0.493,28.11
3.722,15.5,16,3,0,0.907,16.44
12.292,27.32,11,1,0,0.437,27.29
1.666,21.84,18,3,0,0.7,5.8
10.672,39.72,16,6,1,0.155,17.41
0.627,41.43,8,5,1,0.029,1.16
10.721,37.76,4,1,0,0.105,17.41
12.646,38.3,21,4,0,0.14,20.33
14.24,37.75,5,3,0,0.073,24.32
3.043,17.1,9,0,0,0.77,12.9
6.729,32.77,23,3,0,0.245,14.69
2.699,28.73,12,0,0,0.429,7.71
7.365,33.87,3,0,0,0.219,14.1
2.992,35.47,6,0,0,0.058,5.57
3.212,27.24,10,1,0,0.471,8.8
10.18,35.42,1,1,0,0.207,17.42
12.968,39.0,6,0,0,0.074,21.98
0.565,16.47,16,1,0,0.882,2.45
9.922,41.68,21,1,0,0.054,14.65
3.186,37.49,9,6,1,0.072,5.66
6.23,29.02,15,1,0,0.431,13.19
1.208,22.93,9,4,0,0.659,3.22
9.611,31.39,3,6,1,0.296,19.3
4.804,16.31,17,4,0,0.896,18.78
13.381,32.59,2,5,1,0.236,25.87
13.527,23.27,15,3,0,0.595,36.89
10.793,36.81,3,1,0,0.045,18.5
2.372,37.25,6,6,1,0.082,4.7
1.868,32.93,0,2,0,0.295,5.51
14.305,25.52,10,0,0,0.498,35.78
1.597,34.11,18,6,1,0.231,4.71
8.086,26.04,12,1,0,0.535,19.77
7.64,32.32,5,0,0,0.198,15.03
9.155,32.64,6,2,0,0.276,17.55
11.167,13.83,7,2,0,0.924,50.34
2.046,23.38,11,4,0,0.595,5.86
9.864,11.14,16,0,0,0.959,53.79
6.771,22.96,7,0,0,0.631,19.4
6.404,27.29,11,0,0,0.483,15.65
11.145,32.69,4,5,1,0.19,21.85
2.435,25.77,14,4,0,0.448,5.69
5.499,39.16,5,3,0,0.055,9.66
5.408,36.42,6,3,0,0.104,9.34
6.775,28.49,10,1,0,0.417,16.27
13.352,30.37,3,6,1,0.251,28.84
12.46,38.11,23,6,1,0.05,19.97
7.799,38.71,0,5,1,0.051,13.11
9.23,41.34,19,5,1,0.013,15.9
5.777,33.39,8,6,1,0.256,12.69
1.018,27.49,13,0,0,0.501,2.35
8.388,38.8,2,1,0,0.023,14.02
13.279,19.41,16,1,0,0.752,41.17
10.248,31.49,4,2,0,0.274,20.12
3.209,38.63,15,5,1,0.066,5.16
10.877,30.58,4,0,0,0.23,22.47
11.354,38.52,23,4,0,0.015,19.0
0.976,14.17,7,0,0,0.954,5.71
14.045,38.85,10,5,1,0.031,22.27
6.215,18.55,17,3,0,0.798,21.18
11.892,32.58,4,3,0,0.263,22.42
7.692,38.26,21,3,0,0.12,13.19
8.094,38.81,6,0,0,0.018,13.73
11.724,27.25,12,0,0,0.483,26.63
5.271,35.47,6,5,1,0.142,11.03
5.364,14.56,18,4,0,0.872,23.52
13.727,35.29,1,4,0,0.197,25.8
8.776,35.01,11,5,1,0.165,16.19
12.805,23.25,14,1,0,0.548,34.17
2.662,23.43,11,2,0,0.567,7.28
14.15,34.98,3,4,0,0.256,25.13
5.362,35.05,7,6,1,0.157,10.38
1.116,35.76,10,6,1,0.126,3.82
5.647,25.42,13,1,0,0.558,15.52
10.317,23.96,14,3,0,0.581,28.31
6.25,18.88,7,2,0,0.721,21.14
3.133,31.5,22,6,1,0.213,6.94
12.699,35.65,1,3,0,0.209,22.0
6.027,37.51,7,5,1,0.094,11.11
10.35,27.26,12,3,0,0.433,24.86
1.155,37.12,20,0,0,0.094,2.35
10.173,34.89,23,4,0,0.095,19.65
5.05,27.26,13,0,0,0.46,13.04
11.49,34.57,15,5,1,0.236,21.48
12.424,38.52,4,6,1,0.035,20.22
13.537,31.38,12,4,0,0.309,27.1
6.923,11.5,8,0,0,0.995,36.8
7.606,20.8,9,1,0,0.668,24.13
3.533,39.16,0,6,1,0.051,5.51
3.191,36.7,1,3,0,0.122,5.27
10.892,34.99,23,1,0,0.237,19.1
5.509,35.03,3,2,0,0.236,11.45
9.56,28.7,13,4,0,0.385,20.29
13.867,14.06,7,1,0,0.829,60.06
10.195,20.49,19,0,0,0.76,31.87
14.514,28.41,10,4,0,0.535,33.13
6.857,21.96,16,2,0,0.676,19.59
9.396,26.23,15,1,0,0.412,23.24
2.716,36.6,22,1,0,0.16,5.84
2.046,34.5,20,4,0,0.172,5.56
8.087,37.87,21,1,0,0.031,13.89
5.393,24.74,15,4,0,0.578,15.38
13.579,32.28,18,6,1,0.253,26.72
6.443,31.41,23,0,0,0.262,12.66
12.491,36.96,4,6,1,0.082,21.97
1.057,31.34,19,5,1,0.278,4.48
3.39,21.23,13,3,0,0.558,11.75
7.345,31.65,6,3,0,0.251,13.97
7.456,33.83,3,4,0,0.269,15.61
13.254,40.7,23,2,0,0.116,20.31
7.09,40.94,19,6,1,0.056,11.74
3.767,36.52,8,6,1,0.117,6.66
9.445,31.3,15,3,0,0.321,19.5
4.709,36.12,4,4,0,0.103,8.14
1.394,18.67,7,4,0,0.777,5.6
5.76,18.27,18,3,0,0.799,20.9
12.444,18.19,19,1,0,0.803,42.78
9.638,38.27,4,0,0,0.136,16.18
10.673,33.74,10,6,1,0.228,19.42
5.409,37.63,23,6,1,0.108,10.62
11.906,27.61,12,4,0,0.365,27.36
1.474,19.23,18,1,0,0.742,6.21
3.539,34.23,6,0,0,0.259,6.74
6.163,24.53,12,4,0,0.507,15.38
6.589,21.16,7,0,0,0.766,19.64
11.207,32.75,0,2,0,0.247,22.36
9.147,39.32,20,3,0,0.022,16.31
7.663,32.4,6,3,0,0.284,15.36
1.846,39.22,0,2,0,0.056,3.65
6.244,22.87,12,4,0,0.576,17.25
3.256,37.3,22,1,0,0.088,6.6
4.521,38.85,20,3,0,0.034,9.29
5.225,38.32,19,6,1,0.074,9.85
5.194,26.9,12,3,0,0.522,12.25
14.069,43.53,21,5,1,0.038,20.47
2.342,38.03,13,5,1,0.101,4.61
11.532,39.01,18,6,1,0.06,18.05
5.503,31.49,21,3,0,0.299,11.61
4.859,37.82,3,5,1,0.045,9.67
5.32,31.66,20,5,1,0.215,11.34
11.647,32.99,14,2,0,0.331,22.15
11.754,39.8,22,2,0,0.1,20.22
7.648,37.41,7,5,1,0.013,13.66
8.396,32.85,4,4,0,0.209,16.2
14.862,26.52,10,3,0,0.528,34.75
12.004,34.28,4,6,1,0.168,22.38
3.372,35.47,0,5,1,0.299,7.12
1.144,39.1,9,5,1,0.119,3.12
4.221,31.37,21,0,0,0.287,10.0
9.258,39.02,3,2,0,0.08,15.82
13.623,37.68,13,6,1,0.111,22.14
13.907,33.75,17,5,1,0.163,26.34
3.853,35.21,4,0,0,0.122,8.26
11.052,32.13,9,6,1,0.271,20.78
13.229,19.63,18,1,0,0.721,42.18
0.629,34.13,2,5,1,0.207,2.76
11.606,33.59,5,6,1,0.189,22.08
1.258,38.48,2,3,0,0.052,4.13
2.687,37.99,0,5,1,0.045,4.47
3.976,14.58,17,1,0,0.901,17.28
5.946,37.73,22,4,0,0.184,9.52
14.011,38.74,13,6,1,0.013,22.68
10.214,21.53,7,3,0,0.648,29.08
1.952,27.9,15,3,0,0.341,4.76
9.772,38.19,21,1,0,0.12,16.83
7.623,25.93,11,4,0,0.501,17.79
3.203,37.42,22,4,0,0.068,6.45
2.356,34.19,22,3,0,0.167,5.35
7.3,32.12,1,5,1,0.276,14.68
13.03,19.11,9,4,0,0.728,41.18
6.895,14.21,16,3,0,0.856,30.28
12.941,37.91,7,6,1,0.149,22.14
6.353,21.84,10,1,0,0.58,19.42
2.16,24.21,14,0,0,0.577,5.92
1.01,21.13,17,1,0,0.645,4.63
12.837,23.86,16,4,0,0.684,32.89
9.207,34.34,20,5,1,0.204,16.87
11.141,33.01,15,1,0,0.338,21.19
13.103,38.34,5,2,0,0.051,20.78
11.365,32.2,6,1,0,0.214,22.49
1.648,37.04,23,0,0,0.053,4.61
7.951,16.23,8,0,0,0.869,29.92
8.501,31.23,20,5,1,0.168,17.14
12.437,37.03,2,5,1,0.169,20.38
0.639,34.13,17,6,1,0.122,1.69
2.781,12.34,8,0,0,0.998,13.83
14.046,11.42,19,2,0,0.951,74.52
12.188,30.0,15,1,0,0.329,26.54
14.114,21.37,14,0,0,0.588,39.65
1.192,37.75,23,5,1,0.105,4.19
7.224,10.66,19,1,0,0.985,43.12
11.999,26.18,15,4,0,0.568,29.78
10.833,38.83,6,6,1,0.02,18.76
14.315,39.99,10,6,1,0.046,22.27
9.354,23.32,13,1,0,0.501,24.98
14.068,34.78,2,3,0,0.201,25.43
9.731,31.88,11,0,0,0.355,19.85
3.891,37.58,18,5,1,0.0,8.09
5.94,38.48,5,0,0,0.122,10.89
5.664,15.23,9,4,0,0.974,24.16
10.594,28.1,22,0,0,0.299,23.49
12.578,35.82,3,0,0,0.207,23.32
3.669,32.02,14,6,1,0.25,7.67
9.675,13.64,8,0,0,0.951,43.44
6.798,17.61,17,1,0,0.734,24.51
3.283,31.3,10,1,0,0.351,7.76
11.85,38.39,3,1,0,0.015,20.75
3.792,33.54,5,3,0,0.193,9.13
9.001,35.56,8,5,1,0.158,17.27
0.98,35.14,23,6,1,0.107,1.75
2.706,29.83,9,5,1,0.297,5.5
2.923,14.95,9,2,0,0.851,13.4
2.498,33.43,23,5,1,0.23,5.98
13.942,19.4,9,0,0,0.728,43.13
6.324,35.03,2,1,0,0.237,11.53
12.638,29.38,15,0,0,0.419,26.35
10.554,32.05,0,3,0,0.277,21.54
8.975,35.21,5,2,0,0.249,16.6
5.13,14.92,7,1,0,0.821,21.34
3.879,18.77,9,0,0,0.812,12.78
12.749,34.42,9,6,1,0.28,22.85
11.141,37.95,10,5,1,0.093,19.82
4.957,21.71,7,2,0,0.739,13.81
6.306,20.09,9,1,0,0.74,19.95
1.832,32.08,11,1,0,0.349,3.62
10.128,34.92,17,5,1,0.185,19.21
6.957,23.26,16,2,0,0.614,19.7
0.832,42.46,19,5,1,0.047,2.32
5.441,37.94,21,2,0,0.093,9.7
5.704,34.05,23,1,0,0.148,12.29
3.853,21.04,7,0,0,0.691,13.29
10.691,20.95,7,0,0,0.751,32.9
11.968,36.99,20,1,0,0.023,21.05
8.135,11.61,16,1,0,0.953,43.72
7.588,16.48,7,0,0,0.755,27.86
3.266,21.85,7,1,0,0.673,11.27
8.335,25.59,12,0,0,0.407,21.42
9.497,35.04,12,6,1,0.122,18.61
10.111,22.74,7,1,0,0.693,28.07
11.908,36.52,21,0,0,0.107,21.29
8.156,14.22,9,0,0,0.926,35.14
14.876,14.29,8,3,0,0.883,63.45
4.395,40.32,21,5,1,0.026,8.18
13.713,37.36,4,2,0,0.079,23.66
8.255,37.31,21,1,0,0.125,14.03
1.204,37.06,22,2,0,0.111,3.83
4.015,37.82,5,6,1,0.092,6.63
1.409,30.98,0,3,0,0.241,4.72
3.599,38.26,21,3,0,0.07,6.93
5.166,28.38,13,4,0,0.52,13.32
1.95,21.61,18,0,0,0.62,6.66
4.158,38.09,8,5,1,0.12,9.01
7.805,39.6,1,3,0,0.033,11.91
10.024,32.88,2,5,1,0.213,19.02
2.378,34.21,0,1,0,0.224,4.67
5.449,15.59,9,2,0,0.838,21.5
11.867,28.82,12,0,0,0.443,27.18
10.903,36.46,17,5,1,0.106,19.31
10.688,19.45,9,1,0,0.774,34.03
12.718,12.04,17,2,0,0.892,64.88
13.205,35.78,5,4,0,0.129,23.3
14.675,36.67,4,4,0,0.122,24.26
12.6,35.51,22,6,1,0.138,22.36
13.511,37.19,17,6,1,0.075,22.16
0.877,34.26,4,0,0,0.232,2.14
11.072,11.55,8,4,0,0.988,58.7
4.734,37.96,21,1,0,0.134,9.67
7.997,27.47,15,1,0,0.487,18.45
6.342,12.9,16,0,0,0.964,31.53
4.924,22.6,13,1,0,0.559,15.53
7.231,30.72,12,2,0,0.348,14.85
9.412,34.69,5,0,0,0.235,17.01
9.008,23.74,15,1,0,0.512,24.32
7.692,22.28,18,1,0,0.629,23.06
2.057,40.14,5,2,0,0.033,4.23
14.101,23.46,19,0,0,0.614,37.35
0.998,23.26,16,1,0,0.669,4.9
10.443,15.05,18,0,0,0.952,42.3
11.454,39.77,2,6,1,0.015,18.29
3.167,33.43,13,6,1,0.113,6.33
11.39,37.23,1,4,0,0.105,18.81
8.33,36.96,14,6,1,0.141,13.67
1.887,38.0,23,0,0,0.137,5.04
5.04,33.07,2,2,0,0.273,9.81
2.197,40.55,15,6,1,0.032,3.98
8.501,31.15,15,3,0,0.341,17.91
8.486,35.2,19,5,1,0.111,14.71
3.784,34.91,23,6,1,0.194,6.59
14.953,21.38,17,1,0,0.701,42.95
9.866,31.52,8,6,1,0.237,20.98
8.453,12.91,19,1,0,0.924,39.67
3.552,35.25,1,6,1,0.209,7.59
12.402,32.24,5,5,1,0.21,23.15
10.595,39.67,11,6,1,0.052,17.85
5.493,21.46,15,3,0,0.57,17.18
10.81,39.92,21,0,0,0.019,17.68
1.713,35.65,3,5,1,0.176,4.78
3.137,30.28,3,4,0,0.259,7.94
13.432,17.77,16,4,0,0.793,47.23
1.479,25.25,13,4,0,0.439,4.26
1.1,30.86,10,1,0,0.384,3.47
8.567,35.67,0,1,0,0.123,14.76
2.171,20.72,8,4,0,0.61,7.52
1.726,17.24,9,3,0,0.835,6.2
12.098,30.25,6,4,0,0.262,24.85
5.224,29.47,13,3,0,0.349,11.68
10.396,17.59,7,0,0,0.851,37.68
12.062,36.19,6,3,0,0.086,21.23
6.541,21.79,13,0,0,0.58,18.1
7.754,34.01,13,6,1,0.176,15.38
13.417,36.54,23,0,0,0.041,24.48
5.861,15.68,7,1,0,0.796,23.04
14.376,40.76,22,3,0,0.009,22.01
8.975,39.67,2,5,1,0.079,15.52
13.405,30.04,12,2,0,0.371,27.83
0.712,38.1,4,4,0,0.046,2.04
1.067,25.42,11,3,0,0.567,2.58
6.392,36.08,0,1,0,0.111,12.82
6.823,25.59,15,4,0,0.477,16.35
4.261,37.86,5,5,1,0.071,8.68
14.25,31.82,14,3,0,0.4,27.67
2.692,19.08,17,1,0,0.904,8.62
8.555,24.97,14,1,0,0.472,21.22
10.179,31.85,4,3,0,0.163,20.97
13.316,12.37,19,1,0,0.973,65.87
10.661,37.54,4,5,1,0.097,19.16
5.617,31.01,22,0,0,0.287,12.73
8.724,38.42,21,6,1,0.066,14.93
1.569,35.82,20,1,0,0.247,5.0
2.047,35.67,22,2,0,0.171,5.86
14.42,34.59,3,6,1,0.218,26.34
3.612,35.98,1,6,1,0.018,6.13
5.359,36.8,22,4,0,0.137,9.77
3.917,15.91,8,0,0,0.849,16.2
0.611,33.13,2,1,0,0.198,2.74
2.87,31.08,15,4,0,0.374,7.46
12.425,36.45,3,6,1,0.116,21.23
0.945,17.64,18,0,0,0.825,3.31
4.263,19.28,18,2,0,0.702,15.09
14.94,35.7,5,0,0,0.187,27.01
5.633,23.64,9,1,0,0.61,15.2
2.353,20.25,9,1,0,0.713,7.16
3.448,38.98,22,3,0,0.019,5.98
8.793,14.4,17,1,0,0.953,38.25
6.512,33.92,20,1,0,0.109,11.83
2.588,30.58,4,0,0,0.296,6.28
10.788,19.39,17,3,0,0.713,34.88
10.507,24.2,10,1,0,0.564,27.02
7.343,35.19,15,6,1,0.194,12.63
8.361,13.98,16,0,0,0.911,37.87
1.174,15.7,7,2,0,0.759,5.06
5.4,31.15,23,3,0,0.248,10.99
12.537,36.51,16,6,1,0.071,21.55
7.847,34.14,3,3,0,0.161,14.19
9.953,23.57,16,4,0,0.623,25.85
7.415,32.58,9,6,1,0.192,15.89
14.486,32.54,7,5,1,0.255,29.15
2.79,31.34,10,5,1,0.29,7.66
10.732,27.7,14,2,0,0.418,23.39
6.774,19.54,9,0,0,0.817,21.77
6.608,20.12,8,2,0,0.79,22.17
6.874,18.55,7,4,0,0.72,24.3
8.937,31.71,14,6,1,0.258,19.38
4.118,36.64,11,5,1,0.139,7.41
2.286,34.08,9,6,1,0.25,4.89
0.997,24.28,13,4,0,0.597,4.4
8.326,29.11,10,0,0,0.405,18.62
13.124,37.07,1,6,1,0.036,22.77
4.321,36.99,2,3,0,0.12,8.49
8.407,38.12,5,2,0,0.128,13.56
10.892,32.09,8,6,1,0.21,21.91
8.835,38.2,23,5,1,0.103,15.85
14.485,37.13,3,0,0,0.1,25.48
4.726,32.88,3,1,0,0.264,10.59
14.738,37.87,21,3,0,0.051,25.48
5.103,38.47,21,4,0,0.029,9.93
13.89,39.09,16,6,1,0.124,22.25
8.686,21.57,18,4,0,0.735,26.48
9.62,37.47,5,5,1,0.051,15.93
8.215,36.07,23,5,1,0.19,15.68
7.225,32.24,1,4,0,0.241,15.89
12.032,31.33,10,0,0,0.341,24.97
3.851,21.72,16,3,0,0.694,12.91
7.788,34.48,1,6,1,0.125,14.4
9.7,39.86,2,6,1,0.088,14.97
5.844,33.63,4,0,0,0.189,11.68
6.731,19.57,18,0,0,0.697,22.12
13.316,32.31,0,2,0,0.288,25.31
3.365,34.31,3,5,1,0.212,8.23
3.211,32.56,0,3,0,0.278,6.78
5.574,40.01,20,5,1,0.003,9.91
6.389,16.91,17,0,0,0.786,22.7
6.555,36.57,16,5,1,0.152,12.98
6.793,36.8,11,5,1,0.017,13.18
5.738,34.3,16,5,1,0.257,10.97
0.744,33.84,1,4,0,0.196,1.46
9.027,16.2,7,2,0,0.765,34.49
1.78,36.93,0,2,0,0.145,3.08
9.198,27.33,13,4,0,0.455,22.38
3.48,24.7,11,2,0,0.502,9.99
3.002,34.32,20,3,0,0.145,6.4
14.622,34.03,3,6,1,0.285,26.86
7.081,33.03,10,6,1,0.269,13.46
3.389,34.14,23,0,0,0.27,7.73
11.791,34.63,0,1,0,0.121,22.85
9.364,33.08,8,6,1,0.201,18.77
8.06,36.51,8,5,1,0.081,14.74
6.937,30.48,11,0,0,0.387,14.31
4.859,16.0,9,1,0,0.89,20.53
3.69,41.02,4,3,0,0.021,6.21
2.36,27.84,14,3,0,0.434,5.5
5.519,36.85,10,5,1,0.115,10.78
2.764,19.68,16,1,0,0.857,9.1
2.287,11.77,18,3,0,0.913,12.49
12.908,18.66,7,4,0,0.833,42.83
12.338,28.38,13,3,0,0.42,26.51
0.737,34.92,22,2,0,0.173,3.5
7.527,35.6,5,1,0,0.106,12.69
6.006,37.32,17,5,1,0.153,12.12
4.883,33.11,20,6,1,0.286,11.23
9.932,35.9,20,0,0,0.054,17.83
5.823,32.6,10,5,1,0.184,11.64
9.086,20.16,17,0,0,0.686,27.33
13.257,39.36,3,1,0,0.141,20.86
8.935,35.16,7,5,1,0.134,15.56
1.041,30.01,12,2,0,0.382,3.39
8.521,23.72,13,2,0,0.576,23.77
1.921,24.0,8,2,0,0.664,6.39
6.048,31.7,18,6,1,0.244,11.51
7.034,32.41,23,5,1,0.296,15.14
8.148,13.97,17,0,0,0.81,35.29
2.385,12.41,9,4,0,0.967,12.54
0.537,40.27,21,1,0,0.0,2.71
11.329,39.18,14,5,1,0.047,17.45
6.236,32.27,15,5,1,0.286,12.0
3.71,36.74,1,2,0,0.219,7.42
10.166,36.93,5,0,0,0.112,18.64
2.862,37.63,8,6,1,0.013,6.58
9.97,13.63,8,3,0,0.861,44.01
3.114,15.28,18,4,0,0.857,14.03
10.418,40.28,2,2,0,0.065,16.9
9.226,26.7,12,3,0,0.36,22.04
3.866,35.67,3,2,0,0.172,7.34
3.138,16.88,8,1,0,0.869,11.79
2.68,34.1,18,5,1,0.172,5.94
11.133,38.19,3,3,0,0.081,18.71
1.892,12.79,19,3,0,0.916,9.23
12.279,37.48,21,6,1,0.215,21.15
12.985,20.55,19,3,0,0.67,38.55
13.427,29.78,14,4,0,0.45,27.48
10.453,29.42,10,0,0,0.455,21.39
11.586,16.49,17,1,0,0.848,43.7
6.221,38.56,9,6,1,0.14,11.38
9.511,35.45,17,5,1,0.236,17.34
14.371,30.25,15,1,0,0.351,30.58
8.498,31.21,19,6,1,0.265,17.08
8.869,34.65,14,5,1,0.147,17.15
5.09,22.22,9,3,0,0.67,15.45
7.483,39.25,21,0,0,0.087,11.95
7.393,40.51,2,4,0,0.062,11.89
8.989,34.87,15,5,1,0.222,16.29
7.652,31.75,3,5,1,0.287,15.04
4.816,29.36,15,2,0,0.394,10.78
9.499,43.41,4,5,1,0.01,13.26
4.202,39.63,21,6,1,0.069,6.82
11.779,32.42,9,6,1,0.238,22.73
11.301,39.82,22,6,1,0.046,17.63
14.603,27.52,12,2,0,0.452,33.84
3.624,23.92,12,1,0,0.504,10.53
5.848,35.11,3,2,0,0.195,10.95
9.898,14.98,9,3,0,0.985,40.63
5.775,36.41,16,6,1,0.054,11.02
2.86,31.43,21,2,0,0.257,6.75
10.411,28.13,15,4,0,0.435,22.91
4.665,36.15,22,3,0,0.093,9.01
8.978,39.13,0,0,0,0.195,15.85
5.462,33.98,2,2,0,0.166,12.01
8.009,36.58,5,4,0,0.112,13.97
1.403,36.61,2,5,1,0.123,2.55
11.936,30.85,23,5,1,0.285,23.52
11.713,23.78,14,3,0,0.572,30.26
13.534,33.36,10,6,1,0.261,24.58
3.433,12.88,8,1,0,0.896,16.05
13.595,19.09,9,3,0,0.751,43.08
13.329,31.87,16,5,1,0.285,25.82
7.088,26.0,15,0,0,0.55,16.65
10.776,35.98,9,5,1,0.134,18.75
4.394,38.53,1,1,0,0.114,7.59
3.599,35.1,18,6,1,0.201,8.41
0.731,26.07,10,1,0,0.456,2.76
3.796,36.11,14,6,1,0.151,8.34
11.285,27.69,10,0,0,0.462,25.85
4.183,14.18,9,4,0,0.919,19.82
9.536,18.95,16,3,0,0.848,31.74
12.782,30.64,12,4,0,0.41,26.49
4.608,21.83,17,0,0,0.705,12.87
12.4,25.89,11,3,0,0.499,31.09
3.395,36.66,10,5,1,0.135,7.61
10.093,33.67,9,6,1,0.22,19.8
6.663,22.42,11,2,0,0.594,18.69
2.884,14.12,8,3,0,0.897,13.45
5.938,41.53,8,5,1,0.058,8.93
14.606,22.3,13,1,0,0.584,39.63
11.625,31.77,22,6,1,0.282,24.35
1.706,30.89,20,1,0,0.292,5.76
7.333,31.97,11,2,0,0.361,15.61
10.096,35.08,22,1,0,0.206,18.6
3.936,20.84,18,2,0,0.718,13.68
2.899,19.1,8,4,0,0.798,9.97
5.123,29.28,15,1,0,0.359,12.06
12.258,20.47,17,1,0,0.669,36.45
9.478,33.18,12,6,1,0.263,17.98
3.584,34.48,22,2,0,0.204,8.46
7.015,29.67,6,3,0,0.26,16.52
10.87,29.2,13,2,0,0.329,24.78
7.923,37.73,9,6,1,0.096,14.44
4.639,17.14,16,4,0,0.788,16.29
11.945,14.5,7,1,0,0.942,50.22
7.987,38.78,11,5,1,0.102,14.48
7.511,39.55,21,5,1,0.032,12.7
3.621,43.21,20,5,1,0.025,6.46
8.776,35.9,21,5,1,0.158,14.89
3.455,15.84,8,3,0,0.805,13.3
7.306,40.4,9,6,1,0.023,13.09
0.977,21.86,11,2,0,0.589,3.28
4.186,31.81,12,1,0,0.32,8.78
12.408,38.58,2,3,0,0.091,20.39
1.454,17.61,9,4,0,0.848,6.62
0.75,15.75,16,3,0,0.929,2.97
14.364,22.07,18,3,0,0.716,40.25
9.854,16.35,18,1,0,0.853,36.5
1.061,38.59,12,6,1,0.086,2.79
1.063,11.8,19,1,0,0.931,7.27
9.645,22.34,10,1,0,0.571,26.12
4.715,40.64,2,2,0,0.066,8.28
2.962,34.25,0,3,0,0.145,6.0
6.446,37.11,15,6,1,0.116,10.58
5.929,31.73,15,6,1,0.282,11.94
1.228,32.55,21,2,0,0.272,2.54
6.884,24.64,15,3,0,0.501,17.69
2.636,37.34,21,2,0,0.137,6.73
9.363,37.78,6,2,0,0.1,16.61
4.769,41.35,4,3,0,0.012,9.33
9.596,35.67,23,1,0,0.052,18.08
8.414,13.82,9,0,0,0.985,37.51
6.309,27.0,15,4,0,0.543,14.95
7.453,16.98,18,1,0,0.872,26.89
0.518,35.76,2,2,0,0.123,2.66
5.611,37.97,6,4,0,0.045,9.88
1.996,12.95,19,1,0,0.954,9.66
8.436,24.0,11,2,0,0.587,22.03
9.464,35.78,0,3,0,0.135,16.21
0.741,36.63,22,2,0,0.072,1.22
13.15,36.72,2,3,0,0.079,23.59
2.97,38.44,4,2,0,0.023,7.01
9.248,37.21,1,4,0,0.119,16.67
1.848,30.67,15,2,0,0.351,3.91
11.014,16.32,17,1,0,0.81,41.0
6.304,37.16,2,1,0,0.076,11.93
7.627,36.28,1,6,1,0.054,13.45
8.702,34.24,10,4,0,0.307,17.67
12.243,35.74,17,6,1,0.228,21.52
13.531,28.21,14,2,0,0.388,30.16
5.129,30.23,23,2,0,0.253,10.38
5.744,40.81,14,6,1,0.036,9.0
6.005,35.76,23,0,0,0.118,11.33
9.547,39.08,6,5,1,0.09,16.2
3.973,18.35,17,3,0,0.824,15.04
9.223,28.38,12,0,0,0.43,20.87
1.4,25.58,11,3,0,0.549,4.77
11.769,33.28,6,1,0,0.153,23.03
7.73,29.97,11,6,1,0.269,15.48
9.395,31.11,1,5,1,0.241,19.49
4.41,21.22,7,2,0,0.708,12.89
13.624,33.89,11,6,1,0.297,24.14
4.321,24.4,9,0,0,0.606,12.6
4.222,27.7,11,4,0,0.498,10.25
10.611,40.11,0,5,1,0.034,17.51
2.749,20.16,16,4,0,0.757,8.88
3.803,31.1,10,0,0,0.313,8.13
2.527,42.16,2,3,0,0.013,4.0
0.937,39.58,4,1,0,0.075,1.71
12.616,18.69,17,1,0,0.737,40.8
1.827,13.95,17,3,0,0.889,9.11
5.578,17.3,16,2,0,0.849,20.54
11.801,14.09,18,3,0,0.901,52.69
6.004,14.27,18,3,0,0.992,27.0
11.424,31.68,1,2,0,0.232,22.86
2.101,28.66,15,3,0,0.458,5.35
6.123,37.31,22,0,0,0.042,12.31
5.596,35.3,3,1,0,0.054,10.25
14.649,39.18,0,5,1,0.007,22.64
7.483,14.97,7,2,0,0.899,32.39
7.556,14.83,16,1,0,0.792,32.52
10.45,36.17,22,5,1,0.126,17.52
0.594,18.83,19,0,0,0.767,4.24
3.344,39.63,20,4,0,0.089,6.67
7.777,34.5,15,0,0,0.32,14.58
0.777,35.8,18,5,1,0.11,3.25
5.222,26.75,13,4,0,0.457,12.49
9.057,34.46,20,5,1,0.177,18.0
